Equipe;Pontos;Ref;Assistência;Roubo;Block;Faltas;Turnover;Orebote;FGA;FGM;3A;3M;FTA;FTM
"nuggets";101;"DIA 82.18 pelicans-nuggets.xls";25;7;9;14;17;4;85;35;23;8;25;23
"nuggets";147;"DIA 93.20 Suns-nuggets.xls";39;8;5;15;8;4;104;55;24;11;33;26
"Jazz";115;"DIA 112.24 Jazz-Suns.xls";20;10;6;5;12;4;106;39;31;13;29;24
"Jazz";114;"DIA 113.24 warriors-Jazz.xls";33;10;9;8;6;4;94;43;20;10;22;18
"Jazz";90;"DIA 119.26 spurs-Jazz.xls";26;6;4;17;18;4;82;35;23;9;19;11
"Jazz";111;"DIA 124.27 Jazz-magic.xls";22;13;5;13;8;4;94;40;25;6;29;25
"Jazz";108;"DIA 15.4 Jazz-hawks.xls";27;12;8;13;15;4;96;42;21;7;20;17
"Jazz";108;"DIA 19.5 nuggets-Jazz.xls";33;4;4;10;8;4;89;40;25;11;19;17
"Jazz";132;"DIA 33.8 Jazz-nuggets.xls";35;8;10;6;15;4;100;50;33;16;17;16
"Jazz";122;"DIA 40.9 Jazz-thunder.xls";33;9;8;15;15;4;99;49;28;12;18;12
"Jazz";108;"DIA 5.2 Jazz-nuggets.xls";34;9;6;11;10;4;101;45;30;7;15;11
"Jazz";123;"DIA 54.12 Jazz-warriors.xls";33;12;6;11;13;4;91;49;29;8;21;17
"Jazz";122;"DIA 59.13 warriors-Jazz.xls";31;14;11;10;16;4;107;44;36;13;30;21
"Jazz";114;"DIA 6.2 pistons-Jazz.xls";33;7;2;4;19;4;95;45;23;6;18;18
"Jazz";124;"DIA 61.14 Jazz-knicks.xls";34;13;4;17;16;4;95;49;21;8;20;18
"Jazz";132;"DIA 65.14 Jazz-mavericks.xls";43;5;9;8;9;4;98;53;25;11;16;15
"Jazz";123;"DIA 72.16 Jazz-mavericks.xls";38;10;8;11;7;4;93;50;26;12;13;11
"Jazz";122;"DIA 90.19 Jazz-grizzlies.xls";29;9;5;7;8;4;90;47;21;11;22;17
"Jazz";74;"DIA 93.20 lakers-Jazz.xls";21;4;12;10;15;4;86;31;20;4;10;8
"Jazz";106;"DIA 98.21 Jazz-clippers.xls";28;10;9;9;13;4;89;41;19;7;22;17
"pelicans";108;"DIA 105.22 hawks-pelicans.xls";30;14;11;11;12;4;93;44;6;2;20;18
"pelicans";123;"DIA 118.25 pelicans-celtics.xls";25;10;7;16;12;4;82;47;12;5;37;24
"pelicans";126;"DIA 3.1 thunder-pelicans.xls";33;12;6;7;27;4;89;50;14;7;22;19
"pelicans";129;"DIA 34.8 pelicans-Suns.xls";32;17;6;14;19;4;88;53;1;0;31;23
"pelicans";121;"DIA 40.9 rockets-pelicans.xls";30;16;8;12;11;4;99;57;6;1;8;6
"pelicans";111;"DIA 48.11 pelicans-Bulls.xls";33;8;9;13;16;4;82;47;2;1;22;16
"pelicans";122;"DIA 70.15 mavericks-pelicans.xls";30;13;12;17;12;4;100;49;4;2;26;22
"pelicans";127;"DIA 76.17 pelicans-warriors.xls";36;14;13;16;15;4;93;55;2;2;25;15
"pelicans";105;"DIA 87.19 pelicans-rockets.xls";28;8;4;20;12;4;101;47;5;0;16;11
"pelicans";109;"DIA 97.21 pelicans-nuggets.xls";29;9;11;19;11;4;90;42;11;4;24;21
"timberwolves";96;"DIA 106.23 timberwolves-Kings.xls";22;15;11;28;11;4;100;42;20;5;10;7
"timberwolves";127;"DIA 110.23 warriors-timberwolves.xls";32;16;7;10;7;4;96;50;18;7;25;20
"timberwolves";114;"DIA 115.25 heat-timberwolves.xls";29;12;8;14;10;4;94;46;18;6;21;16
"timberwolves";107;"DIA 7.2 timberwolves-lakers.xls";21;10;5;14;16;4;94;42;25;11;16;12
"timberwolves";116;"DIA 78.17 timberwolves-knicks.xls";25;11;7;17;14;4;90;41;24;6;34;28
"timberwolves";126;"DIA 9.3 clippers-timberwolves.xls";27;17;6;16;16;4;98;48;27;15;20;15
"timberwolves";109;"DIA 96.21 timberwolves-rockets.xls";26;8;11;8;12;4;86;42;14;6;19;19
"thunder";120;"DIA 1.1 thunder-Jazz.xls";36;9;7;16;15;4;93;51;28;14;5;4
"thunder";123;"DIA 106.23 thunder-pacers.xls";34;10;4;14;7;4;93;50;18;9;20;14
"thunder";112;"DIA 123.27 thunder-timberwolves.xls";33;7;9;13;8;4;88;44;14;7;27;17
"thunder";109;"DIA 126.27 mavericks-thunder.xls";28;9;14;11;6;4;93;42;18;6;24;19
"thunder";112;"DIA 17.5 thunder-nets.xls";29;9;4;14;9;4;99;45;25;10;15;12
"thunder";120;"DIA 22.6 warriors-thunder.xls";27;12;6;15;12;4;96;47;26;9;29;17
"thunder";100;"DIA 62.14 thunder-trailblazers.xls";28;7;6;16;12;4;96;38;18;4;25;20
"thunder";116;"DIA 64.14 grizzlies-thunder.xls";27;7;11;12;10;4;95;44;21;10;23;18
"thunder";106;"DIA 78.17 pacers-thunder.xls";19;11;4;15;14;4;89;40;22;6;26;20
"thunder";99;"DIA 94.20 thunder-nuggets.xls";22;10;8;10;12;4;89;37;20;9;20;16
"thunder";124;"DIA 99.21 mavericks-thunder.xls";29;7;9;11;6;4;104;48;28;9;22;19
"hawks";95;"DIA 107.23 hawks-Jazz.xls";24;8;7;16;8;4;100;38;37;9;10;10
"hawks";117;"DIA 113.24 hawks-Bulls.xls";35;6;12;26;15;4;93;44;35;15;16;14
"hawks";117;"DIA 119.26 hawks-wizards.xls";24;10;3;26;15;4;95;40;40;14;27;23
"hawks";105;"DIA 22.6 nets-hawks.xls";25;8;4;20;16;4;90;39;29;12;15;15
"hawks";121;"DIA 29.7 grizzlies-hawks.xls";27;10;7;16;15;4;93;48;31;17;8;8
"hawks";114;"DIA 52.12 hawks-lakers.xls";29;7;6;20;11;4;97;41;34;12;29;20
"hawks";117;"DIA 64.14 hawks-nets.xls";35;7;3;14;13;4;100;46;34;13;15;12
"hawks";122;"DIA 65.14 timberwolves-hawks.xls";26;12;8;22;14;4;97;42;30;16;25;22
"hawks";101;"DIA 90.19 hawks-heat.xls";30;2;6;11;20;4;91;38;34;11;15;14
"trailblazers";134;"DIA 117.25 trailblazers-celtics.xls";38;5;5;13;12;4;93;50;21;12;25;22
"trailblazers";140;"DIA 118.25 grizzlies-trailblazers.xls";34;12;6;15;5;4;99;51;23;11;32;27
"trailblazers";108;"DIA 12.3 trailblazers-rockets.xls";29;17;10;11;14;4;91;47;17;1;16;13
"trailblazers";106;"DIA 125.27 trailblazers-Bulls.xls";23;8;7;15;6;4;90;37;29;13;21;19
"trailblazers";112;"DIA 21.6 lakers-trailblazers.xls";30;18;7;18;12;4;108;45;31;12;14;10
"trailblazers";118;"DIA 25.6 knicks-trailblazers.xls";30;7;8;16;16;4;97;42;36;12;27;22
"trailblazers";125;"DIA 32.8 clippers-trailblazers.xls";37;5;6;17;10;4;92;47;27;10;25;21
"trailblazers";135;"DIA 35.8 trailblazers-bucks.xls";31;12;12;14;7;4;92;49;24;5;37;32
"trailblazers";105;"DIA 39.9 trailblazers-wizards.xls";29;5;7;22;11;4;94;41;33;9;17;14
"trailblazers";116;"DIA 56.13 trailblazers-thunder.xls";36;5;8;15;11;4;100;48;18;3;23;17
"trailblazers";116;"DIA 57.13 spurs-trailblazers.xls";31;9;5;14;12;4;98;45;19;10;18;16
"trailblazers";128;"DIA 6.2 timberwolves-trailblazers.xls";31;21;10;13;19;4;90;51;22;7;26;19
"trailblazers";131;"DIA 69.15 trailblazers-heat.xls";34;10;6;18;12;4;98;51;24;9;23;20
"trailblazers";115;"DIA 74.16 trailblazers-pistons.xls";30;9;6;17;12;4;91;46;16;9;17;14
"trailblazers";99;"DIA 78.17 Jazz-trailblazers.xls";24;6;10;12;10;4;96;40;21;9;14;10
"trailblazers";117;"DIA 86.19 trailblazers-timberwolves.xls";32;7;7;18;9;4;93;43;22;10;24;21
"trailblazers";121;"DIA 92.20 mavericks-trailblazers.xls";33;14;6;16;8;4;99;48;18;5;24;20
"Kings";124;"DIA 130.28 Kings-timberwolves.xls";32;5;8;9;9;4;95;49;20;13;18;13
"Kings";117;"DIA 1.1 Kings-lakers.xls";30;10;9;19;16;4;94;48;14;5;19;16
"Kings";113;"DIA 120.26 Kings-timberwolves.xls";30;11;8;12;15;4;97;47;17;4;20;15
"Kings";124;"DIA 124.27 Kings-raptors.xls";24;12;10;14;15;4;91;48;17;10;26;18
"Kings";110;"DIA 2.1 celtics-Kings.xls";28;10;6;8;13;4;94;45;16;6;22;14
"Kings";108;"DIA 20.5 Kings-Suns.xls";26;9;7;16;16;4;95;43;20;8;17;14
"Kings";92;"DIA 48.11 Jazz-Kings.xls";29;6;11;10;13;4;99;41;19;4;6;6
"Kings";115;"DIA 60.13 Kings-hornets.xls";27;14;14;14;7;4;97;46;22;7;24;16
"Kings";110;"DIA 80.17 Kings-mavericks.xls";29;11;4;15;10;4;87;42;23;7;26;19
"Kings";97;"DIA 98.21 Kings-warriors.xls";18;9;10;13;12;4;85;34;26;4;34;25
"pacers";108;"DIA 130.28 pacers-Suns.xls";22;2;4;13;11;4;89;37;42;15;26;19
"pacers";115;"DIA 1.1 nets-pacers.xls";28;6;10;5;13;4;93;45;28;9;19;16
"pacers";120;"DIA 100.21 pacers-hawks.xls";27;5;5;15;10;4;85;40;27;11;37;29
"pacers";123;"DIA 107.23 wizards-pacers.xls";30;10;8;13;7;4;86;43;24;5;39;32
"pacers";112;"DIA 109.23 pacers-pistons.xls";30;6;10;13;14;4;95;44;28;9;18;15
"pacers";108;"DIA 12.3 pacers-pelicans.xls";25;20;4;16;20;4;98;45;23;5;15;13
"pacers";91;"DIA 18.5 pistons-pacers.xls";22;8;7;10;22;4;86;32;30;7;24;20
"pacers";122;"DIA 39.9 pistons-pacers.xls";28;5;13;17;11;4;94;46;32;15;20;15
"pacers";133;"DIA 5.2 pacers-rockets.xls";33;15;6;14;13;4;102;53;32;15;15;12
"pacers";99;"DIA 53.12 hornets-pacers.xls";21;6;13;21;9;4;96;36;27;6;22;21
"pacers";101;"DIA 68.15 raptors-pacers.xls";25;8;6;18;17;4;92;41;23;7;14;12
"pacers";119;"DIA 74.16 mavericks-pacers.xls";30;6;13;9;5;4;90;41;27;12;26;25
"pacers";114;"DIA 75.16 warriors-pacers.xls";30;7;8;17;17;4;93;42;30;7;24;23
"pacers";119;"DIA 93.20 Hawks-pacers.xls";28;10;7;16;9;4;89;47;27;11;17;14
"pacers";124;"DIA 95.20 pacers-wizards.xls";19;8;8;18;7;4;89;42;33;17;33;23
"celtics";133;"DIA 128.28 celtics-nets.xls";36;7;7;14;11;4;101;53;36;16;13;11
"celtics";103;"DIA 110.23 knicks-celtics.xls";23;13;12;17;15;4;100;43;32;14;4;3
"celtics";107;"DIA 118.25 pelicans-celtics.xls";26;8;6;22;13;4;85;36;35;13;23;22
"celtics";126;"DIA 122.26 raptors-celtics.xls";32;13;9;23;8;4;104;50;42;18;12;8
"celtics";124;"DIA 19.5 bucks-celtics.xls";33;7;9;15;9;4;114;50;28;13;13;11
"celtics";112;"DIA 23.6 thunder-celtics.xls";29;4;9;22;22;4;89;44;24;10;16;14
"celtics";112;"DIA 38.9 rockets-celtics.xls";29;9;7;17;10;4;96;46;33;10;10;10
"celtics";85;"DIA 51.12 timberwolves-celtics.xls";24;7;11;12;16;4;91;33;32;7;18;12
"celtics";94;"DIA 75.16 celtics-clippers.xls";27;6;7;22;14;4;93;37;39;12;10;8
"clippers";122;"DIA 102.22 clippers-timberwolves.xls";27;13;3;13;8;4;91;47;19;8;28;20
"clippers";118;"DIA 32.8 clippers-trailblazers.xls";34;6;11;19;10;4;98;46;15;7;22;19
"clippers";114;"DIA 38.9 nuggets-clippers.xls";25;13;11;20;12;4;98;45;18;5;22;19
"clippers";107;"DIA 48.11 cavaliers-clippers.xls";27;5;6;10;14;4;91;39;23;9;23;20
"clippers";93;"DIA 54.12 spurs-clippers.xls";23;7;8;22;20;4;83;39;13;4;12;11
"clippers";106;"DIA 9.3 clippers-timberwolves.xls";26;13;8;9;20;4;87;42;21;3;25;19
"clippers";125;"DIA 91.20 clippers-pelicans.xls";26;10;6;23;9;4;93;46;22;12;26;21
"magic";127;"DIA 103.22 magic-lakers.xls";37;8;12;12;7;4;99;52;35;10;16;13
"magic";139;"DIA 109.23 warriors-magic.xls";31;13;7;10;11;4;96;53;27;15;20;18
"magic";106;"DIA 112.24 magic-nuggets.xls";28;11;8;25;18;4;96;43;35;11;9;9
"magic";106;"DIA 117.25 magic-heat.xls";29;9;9;12;11;4;100;43;32;12;11;8
"magic";98;"DIA 126.27 magic-Bulls.xls";30;7;6;16;15;4;93;40;18;5;16;13
"magic";111;"DIA 28.7 magic-trailblazers.xls";28;11;9;20;17;4;100;45;35;9;13;12
"magic";95;"DIA 36.9 hornets-magic.xls";27;14;11;16;14;4;105;41;34;10;3;3
"magic";93;"DIA 39.9 hawks-magic.xls";26;11;6;11;12;4;97;38;33;9;9;8
"magic";103;"DIA 44.10 magic-pacers.xls";22;10;4;14;13;4;103;42;30;12;10;7
"magic";105;"DIA 68.15 wizards-magic.xls";28;3;7;20;14;4;93;35;33;14;27;21
"magic";87;"DIA 79.17 wizards-magic.xls";20;10;4;14;11;4;89;31;36;10;21;15
"rockets";78;"DIA 129.28 grizzlies-rockets.xls";19;8;6;6;19;4;81;31;2;0;20;16
"rockets";56;"DIA 124.27 rockets-lakers.xls";16;2;4;8;11;4;87;23;0;0;17;10
"rockets";121;"DIA 17.5 rockets-lakers.xls";36;6;9;13;14;4;95;45;31;12;20;19
"rockets";112;"DIA 26.7 rockets-trailblazers.xls";25;8;10;18;14;4;101;42;36;14;16;14
"rockets";99;"DIA 38.9 rockets-celtics.xls";29;5;5;8;12;4;92;37;28;10;16;15
"rockets";126;"DIA 50.11 nuggets-rockets.xls";39;13;6;19;9;4;100;53;26;10;13;10
"rockets";105;"DIA 61.14 clippers-rockets.xls";28;5;11;19;18;4;98;43;31;13;7;6
"rockets";110;"DIA 62.14 rockets-heat.xls";22;7;10;14;12;4;101;41;33;13;16;15
"rockets";89;"DIA 73.16 grizzlies-rockets.xls";23;7;7;15;11;4;98;37;35;12;5;3
"rockets";133;"DIA 76.17 rockets-pistons.xls";40;12;7;12;14;4;99;56;31;11;11;10
"rockets";97;"DIA 79.17 trailblazers-rockets.xls";25;9;7;21;13;4;91;35;33;12;19;15
"rockets";111;"DIA 9.3 heat-rockets.xls";30;7;13;13;24;4;85;41;36;14;16;15
"spurs";106;"DIA 128.28 spurs-knicks.xls";22;11;6;17;12;4;90;39;28;6;26;22
"spurs";127;"DIA 10.3 spurs-hawks.xls";31;8;3;20;15;4;97;50;27;11;17;16
"spurs";115;"DIA 11.3 Suns-spurs.xls";29;16;6;16;10;4;93;42;24;7;32;24
"spurs";120;"DIA 114.24 spurs-Kings.xls";30;9;6;15;7;4;89;43;24;11;26;23
"spurs";126;"DIA 24.6 spurs-mavericks.xls";32;17;11;9;20;4;90;51;25;9;20;15
"spurs";102;"DIA 37.9 spurs-heat.xls";27;8;6;22;16;4;93;38;32;7;21;19
"spurs";133;"DIA 56.13 spurs-rockets.xls";27;21;10;15;9;4;94;50;37;12;24;21
"spurs";115;"DIA 57.13 spurs-trailblazers.xls";29;9;9;16;14;4;98;46;38;13;17;10
"spurs";123;"DIA 65.14 spurs-lakers.xls";29;10;8;15;11;4;97;47;26;9;21;20
"spurs";137;"DIA 75.16 spurs-bucks.xls";37;11;9;15;14;4;92;55;24;10;21;17
"spurs";121;"DIA 81.18 spurs-warriors.xls";34;3;2;10;9;4;100;49;28;7;21;16
"knicks";97;"DIA 1.1 knicks-Sixers.xls";20;13;6;18;19;4;86;37;18;6;21;17
"knicks";111;"DIA 111.24 knicks-heat.xls";30;8;5;14;15;4;94;45;29;6;15;15
"knicks";109;"DIA 116.25 warriors-knicks.xls";31;14;4;9;9;4;98;45;34;11;10;8
"knicks";115;"DIA 118.25 Knicks-Hawks.xls";33;12;7;5;11;4;101;47;26;11;14;10
"knicks";109;"DIA 121.26 grizzlies-knicks.xls";24;7;2;23;17;4;87;43;20;8;15;15
"knicks";132;"DIA 17.5 knicks-cavaliers.xls";31;12;3;17;15;4;97;53;23;10;20;16
"knicks";123;"DIA 25.6 knicks-trailblazers.xls";33;9;7;17;11;4;101;48;21;10;18;17
"knicks";100;"DIA 36.9 hawks-knicks.xls";24;7;8;10;14;4;92;39;29;6;19;16
"knicks";115;"DIA 5.2 knicks-timberwolves.xls";26;10;3;17;21;4;87;42;23;12;21;19
"knicks";106;"DIA 54.12 knicks-bucks.xls";33;14;5;11;8;4;101;46;21;5;12;9
"knicks";121;"DIA 61.14 Jazz-knicks.xls";33;11;9;21;18;4;96;47;32;11;20;16
"knicks";114;"DIA 87.19 cavaliers-knicks.xls";27;13;9;12;10;4;99;50;16;6;11;8
"knicks";119;"DIA 90.19 clippers-knicks.xls";31;9;8;14;9;4;93;47;21;13;17;12
"knicks";90;"DIA 96.21 wizards-knicks.xls";20;10;2;20;8;4;99;34;22;6;20;16
"Suns";118;"DIA 101.22 Suns-pelicans.xls";22;12;14;13;11;4;91;46;26;10;20;16
"Suns";110;"DIA 13.4 pistons-Suns.xls";26;15;13;9;25;4;102;45;31;6;16;14
"Suns";115;"DIA 16.4 rockets-Suns.xls";29;18;5;14;19;4;97;48;23;6;17;13
"Suns";122;"DIA 2.1 Suns-clippers.xls";33;11;13;15;20;4;98;46;25;8;28;22
"Suns";94;"DIA 25.6 Suns-Bulls.xls";26;7;8;12;21;4;87;40;29;13;2;1
"Suns";94;"DIA 30.7 spurs-Suns.xls";28;6;8;18;19;4;80;37;31;10;12;10
"Suns";102;"DIA 32.8 Suns-warriors.xls";29;8;8;13;10;4;105;43;30;9;7;7
"Suns";114;"DIA 4.1 Suns-magic.xls";25;4;9;8;13;4;94;41;32;12;22;20
"Suns";114;"DIA 43.10 Suns-clippers.xls";27;9;9;16;17;4;94;46;28;9;15;13
"Suns";113;"DIA 46.11 clippers-Suns.xls";28;15;12;14;10;4;100;44;21;6;23;19
"Suns";117;"DIA 58.13 nuggets-Suns.xls";29;11;9;15;14;4;96;43;31;10;27;21
"Suns";123;"DIA 62.14 Suns-grizzlies.xls";37;9;15;13;4;4;103;53;35;14;6;3
"Suns";129;"DIA 69.15 warriors-Suns.xls";39;6;15;10;13;4;107;48;39;14;23;19
"Suns";109;"DIA 79.17 Suns-lakers.xls";28;8;11;14;9;4;89;41;25;11;21;16
"Suns";88;"DIA 81.18 Suns-lakers.xls";24;7;6;18;12;4;91;34;28;8;17;12
"Suns";114;"DIA 83.18 nuggets-Suns.xls";32;9;10;17;8;4;90;44;26;12;22;14
"Suns";97;"DIA 89.19 timberwolves-Suns.xls";24;8;9;18;11;4;92;36;25;11;18;14
"Suns";102;"DIA 9.3 hawks-Suns.xls";25;15;11;9;14;4;100;41;33;10;17;10
"Suns";87;"DIA 90.19 lakers-Suns.xls";19;10;11;15;11;4;88;30;29;4;27;23
"Suns";113;"DIA 99.21 Suns-Jazz.xls";34;11;11;20;14;4;97;46;29;14;9;7
"cavaliers";92;"DIA 108.23 hornets-cavaliers.xls";17;10;5;12;9;4;94;35;27;8;18;14
"cavaliers";84;"DIA 114.24 cavaliers-Suns.xls";21;6;7;10;12;4;95;37;22;6;7;4
"cavaliers";124;"DIA 2.1 Bulls-cavaliers.xls";42;7;7;16;17;4;100;51;11;7;15;15
"cavaliers";120;"DIA 48.11 cavaliers-clippers.xls";32;11;5;17;10;4;105;51;23;8;13;10
"cavaliers";75;"DIA 60.13 Sixers-cavaliers.xls";25;5;8;19;11;4;94;30;24;5;13;10
"cavaliers";108;"DIA 79.17 celtics-cavaliers.xls";25;11;6;6;8;4;96;41;34;14;19;12
"cavaliers";100;"DIA 80.17 cavaliers-rockets.xls";28;11;6;7;13;4;96;41;32;10;10;8
"cavaliers";116;"DIA 90.19 cavaliers-bucks.xls";32;13;4;13;9;4;101;47;30;10;17;12
"warriors";90;"DIA 102.22 warriors-Kings.xls";20;8;6;11;15;4;93;36;34;10;12;8
"warriors";103;"DIA 106.23 warriors-lakers.xls";25;13;6;21;9;4;107;47;26;7;2;2
"warriors";72;"DIA 112.24 warriors-clippers.xls";17;7;7;14;10;4;88;29;34;8;7;6
"warriors";122;"DIA 19.5 warriors-trailblazers.xls";29;11;9;19;12;4;97;48;26;13;18;13
"warriors";135;"DIA 22.6 warriors-thunder.xls";33;9;8;21;18;4;93;49;29;15;24;22
"warriors";118;"DIA 32.8 rockets-warriors.xls";31;11;6;10;13;4;101;45;32;12;19;16
"warriors";115;"DIA 33.8 rockets-warriors.xls";22;9;9;18;12;4;97;39;34;10;32;27
"warriors";113;"DIA 43.10 warriors-spurs.xls";32;10;5;19;14;4;100;42;29;10;20;19
"warriors";124;"DIA 50.11 warriors-hawks.xls";37;2;8;19;7;4;103;46;38;11;26;21
"warriors";116;"DIA 52.12 timberwolves-warriors.xls";25;9;12;11;17;4;94;43;23;7;24;23
"warriors";102;"DIA 71.16 warriors-hornets.xls";20;12;4;16;15;4;92;38;19;3;27;23
"warriors";118;"DIA 8.2 warriors-Bulls.xls";27;13;5;13;15;4;95;44;24;9;24;21
"warriors";93;"DIA 99.21 knicks-warriors.xls";22;7;7;20;17;4;88;36;27;8;21;13
"bucks";117;"DIA 127.28 bucks-mavericks.xls";39;7;7;15;11;7;101;47;37;13;11;10
"bucks";115;"DIA 111.24 bucks-timberwolves.xls";29;12;3;12;11;7;110;47;47;16;6;5
"bucks";104;"DIA 117.25 warriors-bucks.xls";22;11;7;8;12;7;90;38;40;15;15;13
"bucks";104;"DIA 125.27 grizzlies-bucks.xls";31;8;4;14;9;7;98;42;41;15;8;5
"bucks";107;"DIA 35.8 trailblazers-bucks.xls";32;3;10;25;15;7;98;42;28;10;17;13
"bucks";100;"DIA 48.11 heat-bucks.xls";24;9;6;12;9;7;95;37;37;13;14;13
"bucks";118;"DIA 49.11 bucks-clippers.xls";33;10;9;15;15;7;103;50;24;11;8;7
"bucks";79;"DIA 54.12 knicks-bucks.xls";15;6;7;11;16;7;93;31;23;6;17;11
"bucks";75;"DIA 55.12 bucks-Bulls.xls";20;10;8;15;13;7;97;30;37;6;11;9
"bucks";88;"DIA 56.13 knicks-bucks.xls";18;9;12;13;12;7;92;33;22;7;25;15
"bucks";83;"DIA 66.15 bucks-lakers.xls";24;6;10;14;9;7;97;35;26;7;6;6
"bucks";124;"DIA 69.15 bucks-nets.xls";37;8;6;18;13;7;104;50;26;11;14;13
"bucks";106;"DIA 94.20 bucks-hawks.xls";31;6;5;12;9;7;95;41;35;13;15;11
"mavericks";118;"DIA 10.3 cavaliers-mavericks.xls";28;8;7;13;15;7;92;44;27;10;24;20
"mavericks";102;"DIA 109.23 timberwolves-mavericks.xls";23;9;13;17;10;7;95;40;19;8;19;14
"mavericks";108;"DIA 113.24 trailblazers-mavericks.xls";33;6;10;21;8;7;99;46;17;7;13;9
"mavericks";121;"DIA 125.27 raptors-mavericks.xls";37;10;7;24;8;7;107;50;27;13;13;8
"mavericks";93;"DIA 18.5 clippers-mavericks.xls";20;10;4;11;17;7;90;33;29;12;20;15
"mavericks";123;"DIA 3.1 mavericks-nuggets.xls";29;12;5;21;18;7;92;48;26;11;23;16
"mavericks";135;"DIA 30.7 heat-mavericks.xls";37;7;4;21;20;7;98;51;35;14;30;19
"mavericks";103;"DIA 37.9 mavericks-raptors.xls";28;9;3;21;13;7;103;41;28;9;13;12
"mavericks";123;"DIA 4.1 mavericks-knicks.xls";29;13;8;21;18;7;90;49;10;3;29;22
"mavericks";107;"DIA 51.12 mavericks-Suns.xls";33;10;10;19;17;7;96;44;26;8;14;11
"mavericks";100;"DIA 57.13 mavericks-Sixers.xls";25;8;3;24;16;7;102;41;26;6;12;12
"mavericks";107;"DIA 59.13 Kings-mavericks.xls";23;13;6;19;8;7;108;42;27;10;17;13
"mavericks";110;"DIA 67.15 lakers-mavericks.xls";27;6;6;15;7;7;100;42;24;10;19;16
"mavericks";122;"DIA 73.16 pelicans-mavericks.xls";33;10;8;22;11;7;97;45;23;10;26;22
"Bulls";99;"DIA 127.28 Bulls-raptors.xls";30;14;13;18;14;7;97;44;17;3;14;8
"Bulls";104;"DIA 104.22 nets-Bulls.xls";19;9;11;24;13;7;89;41;23;7;20;15
"Bulls";125;"DIA 118.25 Bulls-pistons.xls";28;11;11;12;10;7;101;52;19;8;20;13
"Bulls";128;"DIA 120.26 rockets-Bulls.xls";38;10;7;9;4;7;103;57;15;10;5;4
"Bulls";117;"DIA 123.27 grizzlies-Bulls.xls";29;14;4;10;8;7;97;50;19;5;17;12
"Bulls";108;"DIA 22.6 pistons-Bulls.xls";27;11;6;11;14;7;109;45;16;6;15;12
"Bulls";118;"DIA 25.6 Suns-Bulls.xls";30;12;8;5;13;7;89;43;31;15;19;17
"Bulls";113;"DIA 29.7 clippers-Bulls.xls";32;8;11;22;14;7;94;43;21;11;17;16
"Bulls";99;"DIA 3.1 Bulls-hornets.xls";25;8;6;12;15;7;102;38;37;8;20;15
"Bulls";117;"DIA 37.9 wizards-Bulls.xls";24;11;9;14;7;7;104;44;29;9;24;20
"Bulls";117;"DIA 39.9 Bulls-Suns.xls";25;14;12;15;11;7;95;44;29;10;22;19
"Bulls";97;"DIA 48.11 pelicans-Bulls.xls";23;11;6;14;8;7;97;40;17;5;15;12
"Bulls";109;"DIA 54.12 Bulls-Sixers.xls";33;8;12;16;9;7;106;47;31;7;12;8
"Bulls";126;"DIA 76.17 Sixers-Bulls.xls";28;10;18;19;11;7;106;47;21;10;25;22
"Bulls";128;"DIA 87.19 hawks-Bulls.xls";24;9;9;14;16;7;97;50;22;8;26;20
"raptors";101;"DIA 129.28 raptors-pistons.xls";24;9;12;17;15;7;94;41;17;9;15;10
"raptors";114;"DIA 101.22 raptors-heat.xls";24;7;8;20;12;7;99;44;32;16;11;10
"raptors";136;"DIA 120.26 raptors-knicks.xls";34;18;7;14;19;7;97;52;26;12;21;20
"raptors";109;"DIA 2.1 raptors-thunder.xls";29;8;9;21;24;7;86;41;25;8;29;19
"raptors";118;"DIA 23.6 raptors-magic.xls";33;13;7;10;12;7;93;48;19;6;18;16
"raptors";104;"DIA 3.1 grizzlies-raptors.xls";33;12;4;17;18;7;98;44;27;10;9;6
"raptors";117;"DIA 52.12 knicks-raptors.xls";23;10;3;16;13;7;89;38;23;7;40;34
"raptors";128;"DIA 65.14 cavaliers-raptors.xls";30;11;9;16;13;7;109;50;24;11;20;17
"raptors";102;"DIA 73.16 raptors-hawks.xls";28;6;8;13;14;7;95;40;34;10;15;12
"raptors";105;"DIA 86.19 raptors-bucks.xls";24;13;5;13;16;7;93;40;18;4;26;21
"grizzlies";117;"DIA 106.23 spurs-grizzlies.xls";30;11;5;12;7;7;99;47;18;10;19;13
"grizzlies";106;"DIA 108.23 Kings-grizzlies.xls";28;11;4;7;7;7;98;43;24;6;18;14
"grizzlies";111;"DIA 110.23 mavericks-grizzlies.xls";25;8;4;19;9;7;95;40;27;12;23;19
"grizzlies";118;"DIA 125.27 grizzlies-bucks.xls";34;7;4;7;11;7;96;48;22;9;19;13
"grizzlies";115;"DIA 24.6 grizzlies-thunder.xls";30;8;9;7;10;7;101;43;26;8;27;21
"grizzlies";113;"DIA 43.10 grizzlies-mavericks.xls";31;5;11;13;18;7;94;43;24;13;24;14
"grizzlies";120;"DIA 45.10 grizzlies-nets.xls";32;12;8;9;12;7;97;49;17;6;22;16
"grizzlies";80;"DIA 92.20 pelicans-grizzlies.xls";21;6;7;5;12;7;91;31;24;5;15;13
"pistons";116;"DIA 100.21 pistons-cavaliers.xls";30;6;7;19;11;7;94;48;20;10;13;10
"pistons";110;"DIA 113.24 pistons-pelicans.xls";30;9;4;15;14;7;92;45;16;6;20;14
